"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Tyree Jackson","WAS","TE131","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Stephen Carlson","CHI","TE132","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Josiah Deguara","ARI","TE133","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dalton Keene","HOU","TE134","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Albert Okwuegbunam Jr.","LV","TE135","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sean McKeon","IND","TE136","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Shane Zylstra","DET","TE137","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyler Mabry","CAR","TE138","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ko Kieft","TB","TE139","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cole Turner","WAS","TE140","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"John FitzPatrick","GB","TE141","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nick Muse","PHI","TE142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jake Tonges","SF","TE143","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nikola Kalinic","ATL","TE144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cameron Latu","PHI","TE145","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Justin Shorter","LV","WR232","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Zack Kuntz","NYJ","TE146","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Princeton Fant","DAL","TE147","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cole Fotheringham","NE","TE148","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"John Stephens Jr.","DAL","WR233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Colson Yankoff","WAS","TE149","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Thomas Odukoya","TEN","TE150","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"E.J. Jenkins","PHI","TE151","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Baylor Cupp","BAL","TE152","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jack Westover","NE","TE153","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Caleb Lohner","DEN","TE154","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mitchell Wilcox","MIA","TE155","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
